Province,Station,Category,Year,Cases
Eastern Cape,Aberdeen,Malicious damage to property,2010,13
Eastern Cape,Aberdeen,Malicious damage to property,2011,12
Eastern Cape,Aberdeen,Malicious damage to property,2012,17
Eastern Cape,Aberdeen,Malicious damage to property,2013,20
Eastern Cape,Aberdeen,Malicious damage to property,2014,28
Eastern Cape,Aberdeen,Malicious damage to property,2015,32
Eastern Cape,Aberdeen,Murder,2005,7
Eastern Cape,Aberdeen,Murder,2006,7
Eastern Cape,Aberdeen,Murder,2007,9
Eastern Cape,Aberdeen,Murder,2008,3
Eastern Cape,Aberdeen,Murder,2009,5
Eastern Cape,Aberdeen,Murder,2010,4
Eastern Cape,Aberdeen,Murder,2011,4
Eastern Cape,Aberdeen,Murder,2012,6
Eastern Cape,Aberdeen,Murder,2013,10
Eastern Cape,Aberdeen,Murder,2014,5
Eastern Cape,Aberdeen,Murder,2015,9
Eastern Cape,Aberdeen,Robbery at non-residential premises,2005,0
Eastern Cape,Aberdeen,Robbery at non-residential premises,2006,0
Eastern Cape,Aberdeen,Robbery at non-residential premises,2007,0
Eastern Cape,Aberdeen,Robbery at non-residential premises,2008,0
Eastern Cape,Aberdeen,Robbery at non-residential premises,2009,0
Eastern Cape,Aberdeen,Robbery at non-residential premises,2010,1
Eastern Cape,Aberdeen,Robbery at non-residential premises,2011,0
Eastern Cape,Aberdeen,Robbery at non-residential premises,2012,0
Eastern Cape,Aberdeen,Robbery at non-residential premises,2013,2
Eastern Cape,Aberdeen,Robbery at non-residential premises,2014,0
Eastern Cape,Aberdeen,Robbery at non-residential premises,2015,1
Eastern Cape,Aberdeen,Robbery at residential premises,2005,0
Eastern Cape,Aberdeen,Robbery at residential premises,2006,0
Eastern Cape,Aberdeen,Robbery at residential premises,2007,1
Eastern Cape,Aberdeen,Robbery at residential premises,2008,0
Eastern Cape,Aberdeen,Robbery at residential premises,2009,1
Eastern Cape,Aberdeen,Robbery at residential premises,2010,1
Eastern Cape,Aberdeen,Robbery at residential premises,2011,0
Eastern Cape,Aberdeen,Robbery at residential premises,2012,0
Eastern Cape,Aberdeen,Robbery at residential premises,2013,1
Eastern Cape,Aberdeen,Robbery at residential premises,2014,2
Eastern Cape,Aberdeen,Robbery at residential premises,2015,2
Eastern Cape,Aberdeen,Robbery of cash in transit,2005,0
Eastern Cape,Aberdeen,Robbery of cash in transit,2006,0
Eastern Cape,Aberdeen,Robbery of cash in transit,2007,0
Eastern Cape,Aberdeen,Robbery of cash in transit,2008,0
Eastern Cape,Aberdeen,Robbery of cash in transit,2009,0
Eastern Cape,Aberdeen,Robbery of cash in transit,2010,0
Eastern Cape,Aberdeen,Robbery of cash in transit,2011,0
Eastern Cape,Aberdeen,Robbery of cash in transit,2012,0
Eastern Cape,Aberdeen,Robbery of cash in transit,2013,0
Eastern Cape,Aberdeen,Robbery of cash in transit,2014,0
Eastern Cape,Aberdeen,Robbery of cash in transit,2015,0
Eastern Cape,Aberdeen,Robbery with aggravating circumstances,2005,1
Eastern Cape,Aberdeen,Robbery with aggravating circumstances,2006,1
Eastern Cape,Aberdeen,Robbery with aggravating circumstances,2007,0
Eastern Cape,Aberdeen,Robbery with aggravating circumstances,2008,1
Eastern Cape,Aberdeen,Robbery with aggravating circumstances,2009,2
Eastern Cape,Aberdeen,Robbery with aggravating circumstances,2010,2
Eastern Cape,Aberdeen,Robbery with aggravating circumstances,2011,3
Eastern Cape,Aberdeen,Robbery with aggravating circumstances,2012,1
Eastern Cape,Aberdeen,Robbery with aggravating circumstances,2013,3
Eastern Cape,Aberdeen,Robbery with aggravating circumstances,2014,3
Eastern Cape,Aberdeen,Robbery with aggravating circumstances,2015,8
Eastern Cape,Aberdeen,Sexual Offences,2005,14
Eastern Cape,Aberdeen,Sexual Offences,2006,12
Eastern Cape,Aberdeen,Sexual Offences,2007,19
Eastern Cape,Aberdeen,Sexual Offences,2008,15
Eastern Cape,Aberdeen,Sexual Offences,2009,8
Eastern Cape,Aberdeen,Sexual Offences,2010,14
Eastern Cape,Aberdeen,Sexual Offences,2011,6
Eastern Cape,Aberdeen,Sexual Offences,2012,9
Eastern Cape,Aberdeen,Sexual Offences,2013,19
Eastern Cape,Aberdeen,Sexual Offences,2014,11
Eastern Cape,Aberdeen,Sexual Offences,2015,14
Eastern Cape,Aberdeen,Sexual offences as result of police action,2005,0
Eastern Cape,Aberdeen,Sexual offences as result of police action,2006,0
Eastern Cape,Aberdeen,Sexual offences as result of police action,2007,0
Eastern Cape,Aberdeen,Sexual offences as result of police action,2008,0
Eastern Cape,Aberdeen,Sexual offences as result of police action,2009,0
Eastern Cape,Aberdeen,Sexual offences as result of police action,2010,0
Eastern Cape,Aberdeen,Sexual offences as result of police action,2011,0
Eastern Cape,Aberdeen,Sexual offences as result of police action,2012,0
Eastern Cape,Aberdeen,Sexual offences as result of police action,2013,0
Eastern Cape,Aberdeen,Sexual offences as result of police action,2014,0
Eastern Cape,Aberdeen,Sexual offences as result of police action,2015,0
Eastern Cape,Aberdeen,Shoplifting,2005,3
Eastern Cape,Aberdeen,Shoplifting,2006,0
Eastern Cape,Aberdeen,Shoplifting,2007,0
Eastern Cape,Aberdeen,Shoplifting,2008,3
Eastern Cape,Aberdeen,Shoplifting,2009,2
Eastern Cape,Aberdeen,Shoplifting,2010,2
Eastern Cape,Aberdeen,Shoplifting,2011,1
Eastern Cape,Aberdeen,Shoplifting,2012,0
Eastern Cape,Aberdeen,Shoplifting,2013,0
Eastern Cape,Aberdeen,Shoplifting,2014,2
Eastern Cape,Aberdeen,Shoplifting,2015,0
Eastern Cape,Aberdeen,Stock-theft,2005,46
Eastern Cape,Aberdeen,Stock-theft,2006,37
Eastern Cape,Aberdeen,Stock-theft,2007,49
Eastern Cape,Aberdeen,Stock-theft,2008,45
Eastern Cape,Aberdeen,Stock-theft,2009,44
Eastern Cape,Aberdeen,Stock-theft,2010,29
Eastern Cape,Aberdeen,Stock-theft,2011,54
Eastern Cape,Aberdeen,Stock-theft,2012,51
Eastern Cape,Aberdeen,Stock-theft,2013,41
Eastern Cape,Aberdeen,Stock-theft,2014,35
Eastern Cape,Aberdeen,Stock-theft,2015,20
Eastern Cape,Aberdeen,Theft of motor vehicle and motorcycle,2005,0
Eastern Cape,Aberdeen,Theft of motor vehicle and motorcycle,2006,0
Eastern Cape,Aberdeen,Theft of motor vehicle and motorcycle,2007,4
Eastern Cape,Aberdeen,Theft of motor vehicle and motorcycle,2008,0
Eastern Cape,Aberdeen,Theft of motor vehicle and motorcycle,2009,1
Eastern Cape,Aberdeen,Theft of motor vehicle and motorcycle,2010,1
Eastern Cape,Aberdeen,Theft of motor vehicle and motorcycle,2011,1
Eastern Cape,Aberdeen,Theft of motor vehicle and motorcycle,2012,2
Eastern Cape,Aberdeen,Theft of motor vehicle and motorcycle,2013,0
Eastern Cape,Aberdeen,Theft of motor vehicle and motorcycle,2014,2
Eastern Cape,Aberdeen,Theft of motor vehicle and motorcycle,2015,2
Eastern Cape,Aberdeen,Theft out of or from motor vehicle,2005,9
Eastern Cape,Aberdeen,Theft out of or from motor vehicle,2006,7
Eastern Cape,Aberdeen,Theft out of or from motor vehicle,2007,7
Eastern Cape,Aberdeen,Theft out of or from motor vehicle,2008,2
Eastern Cape,Aberdeen,Theft out of or from motor vehicle,2009,4
Eastern Cape,Aberdeen,Theft out of or from motor vehicle,2010,5
Eastern Cape,Aberdeen,Theft out of or from motor vehicle,2011,3
Eastern Cape,Aberdeen,Theft out of or from motor vehicle,2012,6
Eastern Cape,Aberdeen,Theft out of or from motor vehicle,2013,5
Eastern Cape,Aberdeen,Theft out of or from motor vehicle,2014,10
Eastern Cape,Aberdeen,Theft out of or from motor vehicle,2015,7
Eastern Cape,Aberdeen,Truck hijacking,2005,0
Eastern Cape,Aberdeen,Truck hijacking,2006,0
Eastern Cape,Aberdeen,Truck hijacking,2007,0
Eastern Cape,Aberdeen,Truck hijacking,2008,0
Eastern Cape,Aberdeen,Truck hijacking,2009,0
Eastern Cape,Aberdeen,Truck hijacking,2010,0
Eastern Cape,Aberdeen,Truck hijacking,2011,0
Eastern Cape,Aberdeen,Truck hijacking,2012,0
Eastern Cape,Aberdeen,Truck hijacking,2013,0
Eastern Cape,Aberdeen,Truck hijacking,2014,0
Eastern Cape,Aberdeen,Truck hijacking,2015,0
Eastern Cape,Addo,All theft not mentioned elsewhere,2005,153
Eastern Cape,Addo,All theft not mentioned elsewhere,2006,159
Eastern Cape,Addo,All theft not mentioned elsewhere,2007,150
Eastern Cape,Addo,All theft not mentioned elsewhere,2008,167
Eastern Cape,Addo,All theft not mentioned elsewhere,2009,139
Eastern Cape,Addo,All theft not mentioned elsewhere,2010,150
Eastern Cape,Addo,All theft not mentioned elsewhere,2011,103
Eastern Cape,Addo,All theft not mentioned elsewhere,2012,137
Eastern Cape,Addo,All theft not mentioned elsewhere,2013,135
Eastern Cape,Addo,All theft not mentioned elsewhere,2014,128
Eastern Cape,Addo,All theft not mentioned elsewhere,2015,97
Eastern Cape,Addo,Arson,2005,4
Eastern Cape,Addo,Arson,2006,6
Eastern Cape,Addo,Arson,2007,2
Eastern Cape,Addo,Arson,2008,5
Eastern Cape,Addo,Arson,2009,10
Eastern Cape,Addo,Arson,2010,9
Eastern Cape,Addo,Arson,2011,9
Eastern Cape,Addo,Arson,2012,3
Eastern Cape,Addo,Arson,2013,10
Eastern Cape,Addo,Arson,2014,10
Eastern Cape,Addo,Arson,2015,2
Eastern Cape,Addo,Assault with the intent to inflict grievous bodily harm,2005,242
Eastern Cape,Addo,Assault with the intent to inflict grievous bodily harm,2006,235
Eastern Cape,Addo,Assault with the intent to inflict grievous bodily harm,2007,181
Eastern Cape,Addo,Assault with the intent to inflict grievous bodily harm,2008,199
Eastern Cape,Addo,Assault with the intent to inflict grievous bodily harm,2009,191
Eastern Cape,Addo,Assault with the intent to inflict grievous bodily harm,2010,215
Eastern Cape,Addo,Assault with the intent to inflict grievous bodily harm,2011,194
Eastern Cape,Addo,Assault with the intent to inflict grievous bodily harm,2012,187
Eastern Cape,Addo,Assault with the intent to inflict grievous bodily harm,2013,174
Eastern Cape,Addo,Assault with the intent to inflict grievous bodily harm,2014,155
Eastern Cape,Addo,Assault with the intent to inflict grievous bodily harm,2015,150
Eastern Cape,Addo,Attempted murder,2005,28
Eastern Cape,Addo,Attempted murder,2006,33
Eastern Cape,Addo,Attempted murder,2007,40
Eastern Cape,Addo,Attempted murder,2008,37
Eastern Cape,Addo,Attempted murder,2009,28
Eastern Cape,Addo,Attempted murder,2010,25
Eastern Cape,Addo,Attempted murder,2011,36
Eastern Cape,Addo,Attempted murder,2012,33
Eastern Cape,Addo,Attempted murder,2013,25
Eastern Cape,Addo,Attempted murder,2014,40
Eastern Cape,Addo,Attempted murder,2015,25
Eastern Cape,Addo,Bank robbery,2005,0
Eastern Cape,Addo,Bank robbery,2006,0
Eastern Cape,Addo,Bank robbery,2007,0
Eastern Cape,Addo,Bank robbery,2008,0
Eastern Cape,Addo,Bank robbery,2009,0
Eastern Cape,Addo,Bank robbery,2010,0
Eastern Cape,Addo,Bank robbery,2011,0
Eastern Cape,Addo,Bank robbery,2012,0
Eastern Cape,Addo,Bank robbery,2013,0
Eastern Cape,Addo,Bank robbery,2014,0
Eastern Cape,Addo,Bank robbery,2015,0
Eastern Cape,Addo,Burglary at non-residential premises,2005,13
Eastern Cape,Addo,Burglary at non-residential premises,2006,9
Eastern Cape,Addo,Burglary at non-residential premises,2007,8
Eastern Cape,Addo,Burglary at non-residential premises,2008,35
Eastern Cape,Addo,Burglary at non-residential premises,2009,90
Eastern Cape,Addo,Burglary at non-residential premises,2010,83
Eastern Cape,Addo,Burglary at non-residential premises,2011,42
Eastern Cape,Addo,Burglary at non-residential premises,2012,55
Eastern Cape,Addo,Burglary at non-residential premises,2013,67
Eastern Cape,Addo,Burglary at non-residential premises,2014,74
Eastern Cape,Addo,Burglary at non-residential premises,2015,87
Eastern Cape,Addo,Burglary at residential premises,2005,186
Eastern Cape,Addo,Burglary at residential premises,2006,175
Eastern Cape,Addo,Burglary at residential premises,2007,132
Eastern Cape,Addo,Burglary at residential premises,2008,226
Eastern Cape,Addo,Burglary at residential premises,2009,149
Eastern Cape,Addo,Burglary at residential premises,2010,171
Eastern Cape,Addo,Burglary at residential premises,2011,96
Eastern Cape,Addo,Burglary at residential premises,2012,157
Eastern Cape,Addo,Burglary at residential premises,2013,191
Eastern Cape,Addo,Burglary at residential premises,2014,162
Eastern Cape,Addo,Burglary at residential premises,2015,144
Eastern Cape,Addo,Carjacking,2005,1
Eastern Cape,Addo,Carjacking,2006,1
Eastern Cape,Addo,Carjacking,2007,1
Eastern Cape,Addo,Carjacking,2008,0
Eastern Cape,Addo,Carjacking,2009,2
Eastern Cape,Addo,Carjacking,2010,0
Eastern Cape,Addo,Carjacking,2011,1
Eastern Cape,Addo,Carjacking,2012,0
Eastern Cape,Addo,Carjacking,2013,0
Eastern Cape,Addo,Carjacking,2014,0
Eastern Cape,Addo,Carjacking,2015,0
Eastern Cape,Addo,Commercial crime,2005,5
Eastern Cape,Addo,Commercial crime,2006,6
Eastern Cape,Addo,Commercial crime,2007,4
Eastern Cape,Addo,Commercial crime,2008,6
Eastern Cape,Addo,Commercial crime,2009,3
Eastern Cape,Addo,Commercial crime,2010,11
Eastern Cape,Addo,Commercial crime,2011,7
Eastern Cape,Addo,Commercial crime,2012,4
Eastern Cape,Addo,Commercial crime,2013,6
Eastern Cape,Addo,Commercial crime,2014,5
Eastern Cape,Addo,Commercial crime,2015,6
Eastern Cape,Addo,Common assault,2005,124
Eastern Cape,Addo,Common assault,2006,96
Eastern Cape,Addo,Common assault,2007,64
Eastern Cape,Addo,Common assault,2008,81
Eastern Cape,Addo,Common assault,2009,55
Eastern Cape,Addo,Common assault,2010,48
Eastern Cape,Addo,Common assault,2011,46
Eastern Cape,Addo,Common assault,2012,46
Eastern Cape,Addo,Common assault,2013,48
Eastern Cape,Addo,Common assault,2014,44
Eastern Cape,Addo,Common assault,2015,48
Eastern Cape,Addo,Common robbery,2005,16
Eastern Cape,Addo,Common robbery,2006,9
Eastern Cape,Addo,Common robbery,2007,11
Eastern Cape,Addo,Common robbery,2008,16
Eastern Cape,Addo,Common robbery,2009,24
Eastern Cape,Addo,Common robbery,2010,17
Eastern Cape,Addo,Common robbery,2011,18
Eastern Cape,Addo,Common robbery,2012,20
Eastern Cape,Addo,Common robbery,2013,15
Eastern Cape,Addo,Common robbery,2014,15
Eastern Cape,Addo,Common robbery,2015,9
Eastern Cape,Addo,Driving under the influence of alcohol or drugs,2005,7
Eastern Cape,Addo,Driving under the influence of alcohol or drugs,2006,5
Eastern Cape,Addo,Driving under the influence of alcohol or drugs,2007,22
Eastern Cape,Addo,Driving under the influence of alcohol or drugs,2008,25
Eastern Cape,Addo,Driving under the influence of alcohol or drugs,2009,28
Eastern Cape,Addo,Driving under the influence of alcohol or drugs,2010,21
Eastern Cape,Addo,Driving under the influence of alcohol or drugs,2011,17
Eastern Cape,Addo,Driving under the influence of alcohol or drugs,2012,14
Eastern Cape,Addo,Driving under the influence of alcohol or drugs,2013,12
Eastern Cape,Addo,Driving under the influence of alcohol or drugs,2014,7
Eastern Cape,Addo,Driving under the influence of alcohol or drugs,2015,9
Eastern Cape,Addo,Drug-related crime,2005,6
Eastern Cape,Addo,Drug-related crime,2006,20
Eastern Cape,Addo,Drug-related crime,2007,39
Eastern Cape,Addo,Drug-related crime,2008,58
Eastern Cape,Addo,Drug-related crime,2009,46
Eastern Cape,Addo,Drug-related crime,2010,13
Eastern Cape,Addo,Drug-related crime,2011,27
Eastern Cape,Addo,Drug-related crime,2012,40
Eastern Cape,Addo,Drug-related crime,2013,50
Eastern Cape,Addo,Drug-related crime,2014,45
Eastern Cape,Addo,Drug-related crime,2015,59
Eastern Cape,Addo,Illegal possession of firearms and ammunition,2005,1
Eastern Cape,Addo,Illegal possession of firearms and ammunition,2006,7
Eastern Cape,Addo,Illegal possession of firearms and ammunition,2007,4
Eastern Cape,Addo,Illegal possession of firearms and ammunition,2008,2
Eastern Cape,Addo,Illegal possession of firearms and ammunition,2009,1
